Cluster	Caste	Module	dnds	total	Intra	Ext	Exp
EOG7V7G1J	Worker	 Darkturquoise	0.04136	69.50905139	32.00217047	37.50688092	328.8046021
EOG7V7G1R	Worker	 Darkturquoise	0.06643	14.78773189	2.219400605	12.56833129	4.773692181
EOG7VXJQN	Worker	 Darkturquoise	0.14104	25.80306724	5.072879706	20.73018753	142.4970354
EOG7W1DXZ	Worker	 Darkturquoise	0.11226	50.71760728	12.45597567	38.26163161	48.0865653
EOG7W1DZ5	Worker	 Darkturquoise	0.10488	37.25367984	14.92409709	22.32958274	115.3019799
EOG7W4969	Worker	 Darkturquoise	0.26171	92.98577894	43.94521193	49.04056702	9.444739287
EOG7WB1NP	Worker	 Darkturquoise	0.13599	48.45233525	13.74691055	34.7054247	35.51598509
EOG7WDWWS	Worker	 Darkturquoise	0.20488	93.46881268	21.68756993	71.78124275	16.38347869
EOG7WHS53	Worker	 Darkturquoise	0.32966	38.46947918	5.423242699	33.04623648	58.50842152
EOG7WQHMR	Worker	 Darkturquoise	0.16727	58.96305	27.02889945	31.93415056	88.49227935
EOG7WTCW5	Worker	 Darkturquoise	0.1777	20.41240946	5.408042246	15.00436721	196.0557914
EOG7WTCW6	Worker	 Darkturquoise	0.01656	28.23111338	6.265118753	21.96599463	61.86251717
EOG7WX83J	Worker	 Darkturquoise	0.046	20.20068676	9.501072338	10.69961442	128.5910051
EOG7X14C0	Worker	 Darkturquoise	0.05425	69.60624682	18.37393236	51.23231446	20.7828352
EOG7X40K6	Worker	 Darkturquoise	0.09002	74.58531606	22.34727401	52.23804206	76.10822591
EOG7X40KJ	Worker	 Darkturquoise	0.1525	29.13293632	10.59965468	18.53328164	37.67875644
EOG7X6VV5	Worker	 Darkturquoise	0.0114	53.08946438	11.88829873	41.20116565	865.4037158
EOG7X6VV8	Worker	 Darkturquoise	0.10355	23.57107624	15.33802749	8.23304875	539.0279555
EOG7X9R23	Worker	 Darkturquoise	0.08722	16.54922054	5.281476082	11.26774446	129.8225592
EOG7X9R2C	Worker	 Darkturquoise	0.14422	55.96122921	18.20825244	37.75297676	80.52571734
EOG7X9R31	Worker	 Darkturquoise	0.20336	83.92121057	29.53478334	54.38642723	54.62662552
EOG7XHGJG	Worker	 Darkturquoise	0.12882	50.54894649	18.21828446	32.33066203	62.48214619
EOG7XMBS6	Worker	 Darkturquoise	0.01013	26.19557119	6.317780584	19.87779061	1842.050732
EOG7XMBSQ	Worker	 Darkturquoise	0.17168	63.46493602	38.67458057	24.79035545	797.2409667
EOG7XWZGS	Worker	 Darkturquoise	0.11582	76.56260228	29.55069597	47.01190632	177.4787021
EOG7XWZHN	Worker	 Darkturquoise	0.03423	31.26304019	7.99771111	23.26532908	85.63572369
EOG7Z0TQZ	Worker	 Darkturquoise	0.11308	26.79355792	3.705040511	23.08851741	100.1422319
EOG7Z0TRD	Worker	 Darkturquoise	0.02238	52.53484631	15.80134616	36.73350015	56.49091796
EOG7ZH5ZB	Worker	 Darkturquoise	0.44346	105.2446065	39.01528033	66.22932614	163.2058184
EOG7ZM25R	Worker	 Darkturquoise	0.11889	150.7540168	36.6842368	114.06978	35.90603227
EOG7ZM265	Worker	 Darkturquoise	0.04869	83.78852733	19.45005376	64.33847357	80.8602983
EOG7ZPXD8	Worker	 Darkturquoise	0.07216	81.49310806	14.08753724	67.40557082	70.47112207
EOG7ZPXDJ	Worker	 Darkturquoise	0.11726	30.85481771	9.070621956	21.78419575	35.71262529
EOG7ZPXDM	Worker	 Darkturquoise	0.12939	40.06524684	9.662473877	30.40277296	198.684229
EOG7ZPXDV	Worker	 Darkturquoise	0.08234	35.41593484	15.16693756	20.24899728	75.75861695
EOG700J35	Worker	 Greenyellow	0.18206	48.98328794	16.48433941	32.49894853	38.20731725
EOG700J3S	Worker	 Greenyellow	0.26269	13.79296426	5.013627209	8.779337055	5.750868121
EOG703DBJ	Worker	 Greenyellow	0.07965	97.83978275	37.01239382	60.82738893	7.234186117
EOG7094SW	Worker	 Greenyellow	0.0975	53.89003514	5.027391289	48.86264385	75.45220363
EOG7094T6	Worker	 Greenyellow	0.17646	27.97386747	10.45905556	17.51481191	4.296537731
EOG7094TN	Worker	 Greenyellow	0.11914	75.35061934	11.17355149	64.17706785	172.408386
EOG70D12F	Worker	 Greenyellow	0.47186	23.70376807	9.167732555	14.53603552	20.3798357
EOG70KRJF	Worker	 Greenyellow	0.1659	30.2407369	8.533406668	21.70733023	30.58637654
EOG70PMRZ	Worker	 Greenyellow	0.14605	15.8090457	8.123193971	7.685851733	66.22408918
EOG70SH17	Worker	 Greenyellow	0.13213	87.04507372	48.92515836	38.11991536	8.383767523
EOG70WC7D	Worker	 Greenyellow	0.41301	39.46261706	26.73081072	12.73180634	197.0104235
EOG70WC7H	Worker	 Greenyellow	0.15068	31.6433571	8.395485333	23.24787177	31.19221361
EOG70WC7P	Worker	 Greenyellow	0.05341	77.21707162	49.48600258	27.73106904	33.26429584
EOG70WC7V	Worker	 Greenyellow	0.21298	35.83346917	13.23480694	22.59866223	57.56673515
EOG7107GP	Worker	 Greenyellow	0.12656	34.60175602	8.922411658	25.67934436	41.81048062
EOG7107GR	Worker	 Greenyellow	0.1722	48.56758587	9.901499629	38.66608624	11.45588061
EOG71GKPP	Worker	 Greenyellow	0.07977	13.61604099	4.007023235	9.609017755	746.2621459
EOG71S6DJ	Worker	 Greenyellow	0.2833	36.62054279	13.19439502	23.42614778	3.503001569
EOG71W2N2	Worker	 Greenyellow	0.06752	35.90542327	21.16404386	14.74137941	179.9725789
EOG72CDTQ	Worker	 Greenyellow	0.11672	33.08608701	9.923465969	23.16262104	65.28626607
EOG72RWSN	Worker	 Greenyellow	0.0853	27.4651655	6.546385379	20.91878012	73.43735374
EOG72VS14	Worker	 Greenyellow	0.06627	76.52788972	43.29673702	33.2311527	15.08161178
EOG72ZN8P	Worker	 Greenyellow	0.01252	50.2542876	36.68370028	13.57058733	12.20035961
EOG732HH8	Worker	 Greenyellow	0.04262	44.34243786	32.50779954	11.83463832	5.268232803
EOG732HHQ	Worker	 Greenyellow	0.03233	54.17487987	23.31413204	30.86074782	386.6417358
EOG735CRV	Worker	 Greenyellow	0.10797	68.19746799	41.30440981	26.89305818	128.1377188
EOG73C47F	Worker	 Greenyellow	0.03775	24.86529622	11.7776352	13.08766102	1046.918886
EOG73RM5K	Worker	 Greenyellow	0.1062	19.41303737	6.082252658	13.33078471	148.5379284
EOG73RM5Q	Worker	 Greenyellow	0.09439	23.07661494	3.89280347	19.18381147	48.51345313
EOG73RM6M	Worker	 Greenyellow	0.09931	45.76124409	21.0006719	24.7605722	31.49116825
EOG74BTMT	Worker	 Greenyellow	0.17699	38.80080193	16.79295537	22.00784656	78.53030656
EOG74FPVQ	Worker	 Greenyellow	0.07956	17.59077132	5.821803905	11.76896741	280.4442937
EOG74FPVR	Worker	 Greenyellow	0.04049	119.6026746	11.46574499	108.1369296	55.05146393
EOG74NFBC	Worker	 Greenyellow	0.15025	34.07735918	16.45347931	17.62387988	40.94919249
EOG74Z21T	Worker	 Greenyellow	0.24389	4.526453347	2.700407354	1.826045993	2.402375556
EOG74Z22B	Worker	 Greenyellow	0.00551	70.23045243	43.3938062	26.83664623	137.235983
EOG751X8S	Worker	 Greenyellow	0.11062	33.38559397	5.625088854	27.76050512	7.437325032
EOG751X9C	Worker	 Greenyellow	0.24763	18.68082367	8.349000355	10.33182331	42.75188356
EOG75BJ0S	Worker	 Greenyellow	0.09557	58.52023609	28.48240688	30.03782921	21.74923861
EOG75BJ14	Worker	 Greenyellow	0.08801	34.42093533	20.8360791	13.58485623	5.704576566
EOG75FD7Q	Worker	 Greenyellow	0.02776	15.76614691	4.5574204	11.20872651	29.08264186
EOG75R0Z7	Worker	 Greenyellow	0.10123	32.56699987	18.13911398	14.42788588	51.05571132
EOG75XRFH	Worker	 Greenyellow	0.1664	22.92067341	7.69653459	15.22413882	100.0388644
EOG75XRFJ	Worker	 Greenyellow	0.06046	16.60599221	7.26818358	9.337808632	107.9178355
EOG76B7DC	Worker	 Greenyellow	0.15484	57.41124101	44.04410606	13.36713495	105.588581
EOG76HZW8	Worker	 Greenyellow	0.03451	14.24478979	6.925762458	7.319027336	279.3408934
EOG76MV47	Worker	 Greenyellow	0.0708	52.15833981	17.30429386	34.85404595	25.59980373
EOG76TKKX	Worker	 Greenyellow	0.2847	19.00216477	4.583061165	14.41910361	25.024274
EOG76TKMG	Worker	 Greenyellow	0.06253	26.31135407	11.66456631	14.64678776	299.8629224
EOG76XFT7	Worker	 Greenyellow	0.10824	76.48678312	47.99721778	28.48956534	18.37214827
EOG76XFTD	Worker	 Greenyellow	0.0562	58.25599555	40.64952918	17.60646637	78.96117721
EOG76XFTJ	Worker	 Greenyellow	0.17283	34.73739373	5.69114062	29.04625311	104.5985695
EOG7772HZ	Worker	 Greenyellow	0.06726	36.79735019	3.689180634	33.10816956	58.13576921
EOG77HP8Z	Worker	 Greenyellow	0.0649	39.42288828	20.61295193	18.80993635	43.96311207
EOG77MJHD	Worker	 Greenyellow	0.42668	48.98262512	12.738087	36.24453812	22.39405069
EOG77QDRG	Worker	 Greenyellow	0.1357	31.58429962	7.700163867	23.88413575	244.3701101
EOG77T909	Worker	 Greenyellow	0.24367	85.90956815	32.55076989	53.35879827	8.053497261
EOG783WP9	Worker	 Greenyellow	0.22906	20.25303081	9.665932038	10.58709877	101.7463125
EOG789N5F	Worker	 Greenyellow	0.06121	52.4711696	13.95492984	38.51623976	58.48932043
EOG78M7WF	Worker	 Greenyellow	0.22968	54.84832528	6.467318902	48.38100638	293.8458616
EOG793M31	Worker	 Greenyellow	0.17093	31.52425993	6.339486768	25.18477316	16.40674905
EOG799BJR	Worker	 Greenyellow	0.11605	14.45398332	6.15555133	8.29843199	32.58656115
EOG79D6SH	Worker	 Greenyellow	0.07982	19.33792646	9.138288889	10.19963758	14.00370738
EOG79H31Z	Worker	 Greenyellow	0.09609	30.51505987	5.030775849	25.48428402	271.8460117
EOG79PTJD	Worker	 Greenyellow	0.01682	120.5324099	24.03543694	96.49697295	62.69784624
EOG79PTJN	Worker	 Greenyellow	0.13028	28.47863626	10.8291232	17.64951306	15.66025831
EOG79WK0B	Worker	 Greenyellow	0.17466	16.68241171	2.822165782	13.86024593	133.4513755
EOG79WK0F	Worker	 Greenyellow	0.07562	4.110848481	1.082431099	3.028417381	6.155818464
EOG79WK11	Worker	 Greenyellow	0.06839	23.38537355	7.454957057	15.93041649	61.82674661
EOG7BCX5X	Worker	 Greenyellow	0.24904	45.45415346	28.74441119	16.70974226	97.63571198
EOG7BSD4S	Worker	 Greenyellow	0.06754	92.95327736	41.25705545	51.69622191	14.40371379
EOG7BW8DF	Worker	 Greenyellow	0.13075	75.85679642	12.61482284	63.24197358	52.19347076
EOG7C30W2	Worker	 Greenyellow	0.16991	8.993026552	3.353618153	5.6394084	116.3385334
EOG7C5W3P	Worker	 Greenyellow	0.08341	66.24659596	14.8195885	51.42700746	51.82006153
EOG7CKC2C	Worker	 Greenyellow	0.14672	21.16777707	8.417214147	12.75056292	1.866986299
EOG7CP7B1	Worker	 Greenyellow	0.26998	16.58544896	7.560776596	9.024672364	242.7663353
EOG7CS3JC	Worker	 Greenyellow	0.20991	64.12031186	13.98356788	50.13674398	56.14863936
EOG7CS3JK	Worker	 Greenyellow	0.14849	67.71831551	37.09302727	30.62528823	67.71335302
EOG7CVZS9	Worker	 Greenyellow	0.15984	34.0603127	11.95024739	22.11006531	75.60999374
EOG7D2Q8H	Worker	 Greenyellow	0.14618	32.52509514	2.477336458	30.04775868	48.97198833
EOG7D5KGG	Worker	 Greenyellow	0.05056	53.25345155	13.16793384	40.08551771	28.60380699
EOG7D8FR1	Worker	 Greenyellow	0.10945	54.94798544	4.222663235	50.7253222	429.7868434
EOG7DC9ZX	Worker	 Greenyellow	0.05644	23.45426543	5.094721235	18.35954419	135.6105625
EOG7DNXPN	Worker	 Greenyellow	0.05787	28.70720005	12.19451265	16.5126874	3.336661601
EOG7F2DNB	Worker	 Greenyellow	0.04601	52.45440013	27.62998446	24.82441567	100.9716474
EOG7F58X2	Worker	 Greenyellow	0.07648	32.30292012	11.69021102	20.6127091	61.44591787
EOG7F8542	Worker	 Greenyellow	0.0535	21.99478921	12.16791273	9.826876483	134.185096
EOG7F854J	Worker	 Greenyellow	0.16393	98.73349305	53.46949528	45.26399777	12.86306351
EOG7FC1CC	Worker	 Greenyellow	0.32728	33.80094264	14.56668003	19.23426261	99.94446949
EOG7FFWKW	Worker	 Greenyellow	0.23784	26.93509221	12.74331595	14.19177626	7.902669983
EOG7FJRTQ	Worker	 Greenyellow	0.09406	30.1377935	11.19268297	18.94511052	199.0976357
EOG7FNN38	Worker	 Greenyellow	0.15529	31.27414059	3.352504326	27.92163626	33.43837969
EOG7FRH9Q	Worker	 Greenyellow	0.19488	55.27107458	13.04166582	42.22940876	164.5978835
EOG7FZ7S8	Worker	 Greenyellow	0.10169	24.65798955	12.88030427	11.77768528	89.99187694
EOG7GJG87	Worker	 Greenyellow	0.17036	85.45675392	15.03242552	70.42432841	9.901488455
EOG7GNBFV	Worker	 Greenyellow	0.08359	11.57096262	4.508734287	7.062228333	14.04876991
EOG7GR6Q2	Worker	 Greenyellow	0.19737	24.85765143	14.18428566	10.67336578	134.0729282
EOG7GXZ6G	Worker	 Greenyellow	0.01151	22.48657696	4.675656752	17.81092021	74.16310017
EOG7H1TFD	Worker	 Greenyellow	0.22199	54.24501956	25.48320086	28.7618187	101.9151184
EOG7HF9CT	Worker	 Greenyellow	0.12571	103.5471215	55.32521699	48.22190453	4.814047127
EOG7HF9CW	Worker	 Greenyellow	0.08818	47.77447214	36.56026887	11.21420328	168.3084057
EOG7HJ5MX	Worker	 Greenyellow	0.09203	18.7604238	4.551748875	14.20867492	34.03466896
EOG7HJ5N5	Worker	 Greenyellow	0.21804	41.75482247	5.523410629	36.23141184	21.50374396
EOG7HN1VP	Worker	 Greenyellow	0.31427	19.33867276	2.034871206	17.30380155	257.3646914
EOG7HQX3T	Worker	 Greenyellow	0.2242	70.75085247	22.22277586	48.52807662	102.3727039
EOG7HTSB7	Worker	 Greenyellow	0.121	46.13578678	24.592166	21.54362078	11.89160453
EOG7HTSBM	Worker	 Greenyellow	0.22153	42.31204472	13.642386	28.66965871	53.47867833
EOG7J1HT0	Worker	 Greenyellow	0.16571	42.51511811	10.85354137	31.66157674	52.17630802
EOG7JB4HX	Worker	 Greenyellow	0.07223	43.85720405	10.83733256	33.01987149	63.02239298
EOG7KX2BK	Worker	 Greenyellow	0.16302	16.77326376	8.740840167	8.032423593	829.8851352
EOG7M3STW	Worker	 Greenyellow	0.06869	24.46071581	11.20602699	13.25468882	3.389471041
EOG7M9J9R	Worker	 Greenyellow	0.20994	15.49981812	7.757394758	7.742423358	17.40938128
EOG7M9J9Z	Worker	 Greenyellow	0.2993	38.23654285	9.527333098	28.70920975	2.934736602
EOG7MH8SJ	Worker	 Greenyellow	0.09604	9.680690966	2.260174653	7.420516313	10.7948908
EOG7MM519	Worker	 Greenyellow	0.17017	24.20260244	11.32855113	12.87405132	14.82133786
EOG7MM51W	Worker	 Greenyellow	0.12195	32.31065288	12.14687058	20.1637823	237.497701
EOG7MSWH3	Worker	 Greenyellow	0.17071	62.93510785	24.3727834	38.56232445	8.388557105
EOG7MSWHG	Worker	 Greenyellow	0.07117	29.61817695	11.36319714	18.25497981	12.82775402
EOG7N97Q0	Worker	 Greenyellow	0.1079	13.19232585	3.537911783	9.654414067	91.7937059
EOG7NPQNB	Worker	 Greenyellow	0.06757	55.97429445	15.17335175	40.8009427	1.756508031
EOG7NSKWR	Worker	 Greenyellow	0.07817	39.06395513	23.89759024	15.16636489	12.64688661
EOG7NSKWW	Worker	 Greenyellow	0.10264	65.43028968	26.69166789	38.73862179	103.0799954
EOG7NWG4P	Worker	 Greenyellow	0.08082	12.49251291	6.319464094	6.173048818	296.0636242
EOG7P36M8	Worker	 Greenyellow	0.13699	25.36560172	4.916758772	20.44884295	59.79493282
EOG7P8Z3M	Worker	 Greenyellow	0.1017	37.87006364	5.039172261	32.83089138	50.92837131
EOG7PGPJN	Worker	 Greenyellow	0.03351	24.12269363	4.040247458	20.08244617	43.93376942
EOG7PKJT0	Worker	 Greenyellow	0.09846	35.0348227	12.988095	22.0467277	76.01323513
EOG7PKJTG	Worker	 Greenyellow	0.11013	17.11366663	8.583850951	8.529815683	3.951592413
EOG7PS98G	Worker	 Greenyellow	0.11663	22.9135779	5.775146176	17.13843172	31.64084999
EOG7PS98N	Worker	 Greenyellow	0.18056	60.04546915	24.76847503	35.27699412	5.260021339
EOG7PS990	Worker	 Greenyellow	0.09954	23.84524601	4.137436559	19.70780945	13.2550818
EOG7QP4F9	Worker	 Greenyellow	0.1247	86.5712726	32.37098482	54.20028778	52.55914902
EOG7QS0PJ	Worker	 Greenyellow	0.20827	12.92395107	4.146865444	8.777085627	85.13272196
EOG7QZR4S	Worker	 Greenyellow	0.1271	38.26835019	22.47760521	15.79074498	48.25165736
EOG7RC73P	Worker	 Greenyellow	0.10564	34.42417912	16.63421256	17.78996656	1.523892199
EOG7RRQ25	Worker	 Greenyellow	0.27746	34.23922025	14.22308156	20.01613869	55.88575287
EOG7RVK94	Worker	 Greenyellow	0.09068	49.66604131	33.6022681	16.06377321	50.00977602
EOG7RVKB3	Worker	 Greenyellow	0.09645	49.58213232	15.95555252	33.6265798	82.76672154
EOG7RZFJK	Worker	 Greenyellow	0.07527	30.05914203	9.269264452	20.78987758	3.937823923
EOG7S29ST	Worker	 Greenyellow	0.15467	23.9437135	5.242705562	18.70100794	19.17023307
EOG7S5615	Worker	 Greenyellow	0.2866	43.81914571	30.59776522	13.22138049	44.93102346
EOG7SFSQZ	Worker	 Greenyellow	0.17098	35.48456858	13.31235356	22.17221502	124.0757521
EOG7SFSRM	Worker	 Greenyellow	0.19758	44.25285484	22.69476526	21.55808957	25.01543199
EOG7SNJ74	Worker	 Greenyellow	0.00399	66.44487141	39.50525734	26.93961407	132.0578568
EOG7SRDFV	Worker	 Greenyellow	0.06473	47.90418	17.21054759	30.69363241	54.16012003
EOG7SV8PR	Worker	 Greenyellow	0.09366	49.69998789	24.52676828	25.17321961	133.2209696
EOG7T215W	Worker	 Greenyellow	0.20776	57.61149967	38.45193742	19.15956225	48.56675908
EOG7TJCC6	Worker	 Greenyellow	0.01266	26.71755786	5.414084378	21.30347348	90.85323497
EOG7TR3V5	Worker	 Greenyellow	0.3121	71.64457618	35.96147332	35.68310286	52.60824769
EOG7TXVB8	Worker	 Greenyellow	0.32885	39.51708298	7.274543579	32.2425394	39.60184961
EOG7V4KSJ	Worker	 Greenyellow	0.08374	30.457183	5.264604243	25.19257876	34.58239535
EOG7V7G25	Worker	 Greenyellow	0.01668	54.67130063	28.50988086	26.16141977	75.15309126
EOG7VQT80	Worker	 Greenyellow	0.27554	16.44320208	10.99535932	5.447842753	1.818919327
EOG7VTPH2	Worker	 Greenyellow	0.19734	140.4621188	42.66579113	97.79632769	22.0423455
EOG7VXJQ1	Worker	 Greenyellow	0.17508	41.71805737	23.86055806	17.85749931	23.4117553
EOG7W1DXT	Worker	 Greenyellow	0.05116	25.48476813	6.11055062	19.37421751	83.3318773
EOG7W495T	Worker	 Greenyellow	0.25608	59.01615078	29.39497977	29.62117102	38.41073887
EOG7W75FH	Worker	 Greenyellow	0.11349	17.17815326	3.210900761	13.9672525	95.80044971
EOG7WB1PD	Worker	 Greenyellow	0.13037	104.2433391	49.88942529	54.3539138	26.38237955
EOG7WDWX4	Worker	 Greenyellow	0.21234	61.71160741	28.25936735	33.45224006	30.14117497
EOG7WHS57	Worker	 Greenyellow	0.13593	43.69360578	27.66379083	16.02981495	116.7691921
EOG7WTCVB	Worker	 Greenyellow	0.21192	62.46898734	29.33148594	33.1375014	25.72396449
EOG7WX83N	Worker	 Greenyellow	0.06594	40.56522165	25.88356914	14.68165251	4.946039842
EOG7X14BJ	Worker	 Greenyellow	0.36347	41.73940476	14.33594619	27.40345857	27.17871332
EOG7X14C7	Worker	 Greenyellow	0.02796	22.20139593	8.54365327	13.65774266	42.64529929
EOG7X40K3	Worker	 Greenyellow	0.20623	16.7665769	1.292515757	15.47406114	36.83712995
EOG7X9R2K	Worker	 Greenyellow	0.19736	71.6182298	17.49631564	54.12191415	45.04942311
EOG7XHGJF	Worker	 Greenyellow	0.09006	15.30715104	6.016473263	9.290677778	2.621900526
EOG7XHGJM	Worker	 Greenyellow	0.17029	16.77527057	2.089332528	14.68593805	32.25042662
EOG7XQ70V	Worker	 Greenyellow	0.14	26.3350087	10.13647548	16.19853322	117.0692326
EOG7Z9FF7	Worker	 Greenyellow	0.30599	36.83230482	9.248360696	27.58394413	8.149214273
EOG7ZH5XD	Worker	 Greenyellow	0.14708	38.09417893	11.53288393	26.561295	23.60708751
EOG7ZM263	Worker	 Greenyellow	0.27912	27.6382996	6.892116871	20.74618273	162.6682613
EOG7ZM269	Worker	 Greenyellow	0.19519	38.44299762	11.86719713	26.57580049	14.32891968
EOG7ZSSNK	Worker	 Greenyellow	0.26941	67.60862311	17.52585953	50.08276358	255.6962504
EOG7ZSSNQ	Worker	 Greenyellow	0.13004	62.71715379	12.21033197	50.50682181	106.172327
EOG70GW9C	Worker	 Lightsteelblue1	0.22203	12.14283616	4.25420498	7.888631184	59.55392767
EOG70GW9D	Worker	 Lightsteelblue1	0.24818	18.45248096	4.707005082	13.74547587	2.372613929
EOG70WC7G	Worker	 Lightsteelblue1	0.13334	41.06740071	5.1112551	35.95614561	5.107042921
EOG732HGZ	Worker	 Lightsteelblue1	0.03756	13.08077948	3.621546414	9.459233062	91.44549894
EOG73G0GM	Worker	 Lightsteelblue1	0.20088	18.77226362	3.455642012	15.31662161	14.02005543
EOG74R9KG	Worker	 Lightsteelblue1	0.1449	11.54218372	1.934659764	9.607523952	3.259074059
EOG74V5SN	Worker	 Lightsteelblue1	0.1506	32.36058384	4.557165085	27.80341876	501.8564896
EOG75XRG6	Worker	 Lightsteelblue1	0.09326	34.45158066	4.424851517	30.02672914	34.73107986
EOG7772JC	Worker	 Lightsteelblue1	0.25015	7.767759396	2.308125108	5.459634288	185.6006341
EOG77QDR5	Worker	 Lightsteelblue1	0.07185	67.30395634	2.691160395	64.61279595	18.79820359
EOG78Q44Z	Worker	 Lightsteelblue1	0.05802	16.02612275	3.716237561	12.30988519	41.08420975
EOG7B65QC	Worker	 Lightsteelblue1	0.15115	33.38073537	3.106401183	30.27433419	50.89308608
EOG7BGSG1	Worker	 Lightsteelblue1	0.10911	24.84716496	7.996125069	16.85103989	10.13067396
EOG7C5W3J	Worker	 Lightsteelblue1	0.19125	13.15864224	2.011284811	11.14735743	177.0084078
EOG7CS3KK	Worker	 Lightsteelblue1	0.1303	8.449165333	2.263505097	6.185660235	3.155908805
EOG7D8FR5	Worker	 Lightsteelblue1	0.433	68.45611465	5.593217908	62.86289674	6.319399059
EOG7FJRVP	Worker	 Lightsteelblue1	0.25148	43.0792151	5.378528625	37.70068648	95.34893378
EOG7FNN35	Worker	 Lightsteelblue1	0.09431	9.3305211	1.977910933	7.352610167	1.892184448
EOG7M9J9V	Worker	 Lightsteelblue1	0.17827	37.70417502	3.554728802	34.14944622	28.96431198
EOG7MDDJ7	Worker	 Lightsteelblue1	0.0343	6.335455384	2.782633576	3.552821808	174.6730438
EOG7N3H72	Worker	 Lightsteelblue1	0.33994	57.16325201	10.32613035	46.83712166	32.42556638
EOG7N6CGR	Worker	 Lightsteelblue1	0.08531	11.87022152	4.110002877	7.76021864	7.727717466
EOG7Q01SN	Worker	 Lightsteelblue1	0.05364	5.51457596	0.484564611	5.030011349	11.60071106
EOG7QCHQR	Worker	 Lightsteelblue1	0.1195	14.31663051	1.844794765	12.47183574	6.074145282
EOG7QGCZZ	Worker	 Lightsteelblue1	0.03462	23.30241917	3.99283732	19.30958185	50.86185431
EOG7S827V	Worker	 Lightsteelblue1	0.17304	22.98921207	4.393730718	18.59548136	58.13830479
EOG7SJP06	Worker	 Lightsteelblue1	0.23202	12.18839451	3.061941274	9.126453236	156.2435253
EOG7SNJ79	Worker	 Lightsteelblue1	0.15825	17.52231619	2.361394323	15.16092187	133.3878271
EOG7SZ4XB	Worker	 Lightsteelblue1	0.05812	8.927948826	1.782154963	7.145793863	87.2687109
EOG7T215R	Worker	 Lightsteelblue1	0.18723	19.09898593	3.743182715	15.35580322	78.75827995
EOG7TJCC3	Worker	 Lightsteelblue1	0.21892	28.95566723	3.910928048	25.04473918	92.79884801
EOG7W4970	Worker	 Lightsteelblue1	0.09804	20.55188894	5.451319873	15.10056907	30.83013832
EOG7WDWWP	Worker	 Lightsteelblue1	0.2365	29.09663879	6.746028762	22.35061003	11.48422444
EOG7WTCVK	Worker	 Lightsteelblue1	0.07901	17.23594916	4.471887566	12.7640616	9.325642586
EOG703DC6	Worker	 Orange	0.17171	45.33147428	10.88163406	34.44984022	776.0443304
EOG7094TT	Worker	 Orange	0.0834	86.05506144	16.0204451	70.03461634	88.16819463
EOG70D12Z	Worker	 Orange	0.09119	34.64958233	7.38939124	27.26019109	956.7019674
EOG70GW9H	Worker	 Orange	0.15675	54.56083537	8.817697573	45.7431378	203.8460008
EOG70KRJM	Worker	 Orange	0.30475	103.6070501	20.44554725	83.16150289	238.2281426
EOG70KRJT	Worker	 Orange	0.30431	39.44123903	3.824556245	35.61668279	199.6150467
EOG70KRJV	Worker	 Orange	0.20994	65.52539797	11.71883609	53.80656189	340.3379326
EOG70WC87	Worker	 Orange	0.01398	25.95222785	5.126022171	20.82620568	553.5128214
EOG7107H8	Worker	 Orange	0.16771	126.3000768	18.28890218	108.0111746	245.4599622
EOG716002	Worker	 Orange	0.21667	50.38437089	7.732311409	42.65205948	159.602481
EOG718V6F	Worker	 Orange	0.25462	13.10830889	2.723348841	10.38496005	373.5933616
EOG71PB5J	Worker	 Orange	0.13772	37.06458512	7.067423207	29.99716192	96.25195933
EOG71S6D9	Worker	 Orange	0.16619	44.28413656	6.66516424	37.61897232	323.5019892
EOG71S6DR	Worker	 Orange	0.07611	26.05494953	9.359531432	16.6954181	7.052950644
EOG71W2N8	Worker	 Orange	0.26531	26.54925546	3.404409759	23.1448457	111.0376145
EOG71W2N9	Worker	 Orange	0.25619	40.00193979	5.355089021	34.64685077	123.1702621
EOG71W2NB	Worker	 Orange	0.217	22.5286764	3.507016367	19.02166003	23.47518716
EOG725PCJ	Worker	 Orange	0.22178	51.31440397	6.515880246	44.79852372	684.827228
EOG72CDTR	Worker	 Orange	0.09308	13.37074185	2.455686458	10.91505539	341.7228593
EOG72ZN82	Worker	 Orange	0.04218	77.31720261	11.28900492	66.02819769	79.72506997
EOG72ZN8H	Worker	 Orange	0.12126	66.79234029	9.383357753	57.40898254	624.538965
EOG738804	Worker	 Orange	0.2783	38.27515591	5.316293152	32.95886276	1396.080303
EOG73C46V	Worker	 Orange	0.06383	29.46486367	8.754499713	20.71036396	260.2055056
EOG73C477	Worker	 Orange	0.16382	92.54674803	16.87955352	75.66719451	32.65416881
EOG73JVPJ	Worker	 Orange	0.10273	24.14840021	4.275550423	19.87284979	362.1131718
EOG73VGDP	Worker	 Orange	0.138	41.64961424	6.260841452	35.38877278	117.7603769
EOG73ZBNM	Worker	 Orange	0.03281	81.14300074	13.96071796	67.18228279	111.1846458
EOG73ZBPB	Worker	 Orange	0.08889	35.98537224	15.21986678	20.76550547	355.1663837
EOG74BTM6	Worker	 Orange	0.18851	23.03236417	5.396573987	17.63579018	4.341238253
EOG74Z22C	Worker	 Orange	0.18626	45.83918887	5.953149605	39.88603926	175.4551484
EOG751X9M	Worker	 Orange	0.03485	44.05057495	4.171317489	39.87925746	157.9828571
